distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
2.074323881544105,1.9353473122284213,1.49981490395929,1.0,1.0,0.0,1.0,0.0
3.574707155012698,0.0927377860324684,0.0979951902708199,1.0,1.0,0.0,1.0,0.0
10.390282728314594,0.9137544333552222,3.280132191499672,1.0,0.0,1.0,1.0,0.0
116.49763110969488,0.1688500890815265,1.3898761155360435,1.0,0.0,0.0,1.0,1.0
9.641829244662851,0.9009498504351948,1.2166169779778448,1.0,0.0,0.0,0.0,0.0
12.999809919423951,0.2840858424648874,2.469470171879903,1.0,1.0,0.0,0.0,0.0
2.68101876667085,0.5951231178175439,0.8899186689231345,1.0,1.0,0.0,1.0,0.0
18.56582154891948,0.4604415353888538,0.1644954054753374,1.0,0.0,0.0,0.0,0.0
154.93475148083076,5.909797764319406,1.9115572541563584,1.0,0.0,0.0,0.0,0.0
8.628520568807309,10.06467785945154,2.0383360943844253,1.0,0.0,0.0,1.0,0.0
27.25343280135552,0.4083059604010151,0.3343347747825612,1.0,0.0,0.0,1.0,0.0
24.264517206061623,191.74786195924068,17.84707139099509,1.0,0.0,0.0,0.0,1.0
2.82272759934364,1.6909262072935174,4.004504622607131,1.0,1.0,0.0,1.0,1.0
1.1841026203361542,1.0450789618837155,3.627033410286011,0.0,1.0,0.0,0.0,0.0
3.8995513927813255,5.389383123817889,1.327578015156207,1.0,1.0,0.0,1.0,0.0
271.67397484496195,1.2917930872393035,1.1646144457867416,1.0,1.0,0.0,0.0,0.0
3.159438235889526,8.643107190058657,0.5884615713771394,1.0,0.0,0.0,1.0,0.0
70.36648464830263,1.0506041231034804,0.7003068032509694,1.0,1.0,0.0,1.0,0.0
61.80623726360823,0.5643673378953564,0.1382732044672371,1.0,0.0,0.0,1.0,0.0
10.768760721288483,19.548901051914047,1.2483905670987072,1.0,1.0,0.0,0.0,0.0
5.994000657083261,8.373911445476345,1.322149413072108,1.0,0.0,0.0,0.0,0.0
6.475705749482765,15.726029627645175,0.3312278907879426,1.0,0.0,0.0,1.0,0.0
1.0468269949298552,1.6073803664197075,0.1838703749310996,0.0,0.0,1.0,1.0,0.0
22.772690383377963,4.734197425318505,0.3669961196707351,1.0,0.0,0.0,1.0,0.0
2.3565808739669207,0.1230315815438228,3.095821518966216,1.0,1.0,0.0,1.0,0.0
16.842734134156213,1.264407485070823,2.2572392037248488,1.0,0.0,0.0,0.0,0.0
4.510323703309932,2.8852227296499464,0.3036479201037404,1.0,0.0,0.0,1.0,0.0
374.5354883455913,0.3527924133484993,1.697021650224621,1.0,1.0,0.0,1.0,0.0
28.008999835577686,0.2116434589888214,0.2348077126329268,1.0,1.0,0.0,1.0,0.0
140.64777865294002,6.058691205308,0.8832656138135717,1.0,1.0,0.0,1.0,0.0
30.87758215989313,0.0347733967868938,0.2646248771706204,1.0,0.0,0.0,1.0,0.0
6.26716482927812,0.4942363994018255,3.850064508501033,1.0,1.0,0.0,0.0,0.0
2.5578067522590686,0.4213057578990167,1.1708764418320643,1.0,0.0,0.0,1.0,0.0
7.634720668304021,0.5964139083928668,0.3223009184665094,1.0,0.0,0.0,1.0,0.0
2.661036371174487,9.326592307887353,0.8433298912454189,1.0,0.0,0.0,1.0,0.0
9.768573649533456,7.695156758314589,2.0170435382882235,1.0,1.0,0.0,0.0,0.0
10.872161758052474,0.3377316901785488,0.6424407605469039,1.0,0.0,0.0,1.0,0.0
6.816707670326517,8.315350290194758,1.8960120935034064,1.0,0.0,0.0,1.0,0.0
12.046720965593744,32.788747743064626,0.5837429924617079,1.0,0.0,1.0,1.0,0.0
15.139840276283625,0.514820378862388,2.720599516334783,1.0,1.0,0.0,0.0,0.0
79.39237754210829,0.182377353631287,1.635871320158661,1.0,1.0,0.0,1.0,0.0
0.6156249351978617,0.1328263642844096,2.4529688796039557,0.0,1.0,0.0,0.0,0.0
51.58058897418163,0.2733021243105771,15.5233069421485,1.0,0.0,0.0,0.0,0.0
3.815078752645036,1.5023913596876155,0.7647110398497649,1.0,1.0,0.0,0.0,0.0
12.732055303147536,6.585374794458443,0.6612453003715959,1.0,0.0,0.0,1.0,0.0
2.4507129517339803,89.50684930989584,3.318974677436981,1.0,1.0,0.0,0.0,0.0
5.896822358672556,3.596669561343388,1.1292827462597048,1.0,1.0,0.0,1.0,0.0
1.6806386366931312,3.224144112868906,1.6419420557959228,0.0,0.0,0.0,0.0,0.0
13.607259267929912,5.77751774143706,4.364888665069202,1.0,1.0,0.0,1.0,1.0
0.6786810563756633,1.3869995129831942,0.903172508442954,0.0,0.0,0.0,1.0,0.0
4.425036172651844,0.5897916980437986,0.051720085137638,1.0,1.0,0.0,1.0,0.0
8.322563118412198,0.7922215565339027,0.2295622109976995,1.0,1.0,1.0,0.0,0.0
6.169221829775514,0.3317520256350367,0.937442323822366,1.0,0.0,0.0,1.0,0.0
1.3283960532179702,11.30758671344394,8.323051514992809,0.0,0.0,0.0,0.0,1.0
12.740370449813229,1.8900498086346296,0.1198324714410535,1.0,0.0,1.0,1.0,0.0
22.52889349022604,3.273801830737744,3.264807463807522,1.0,0.0,0.0,1.0,0.0
9.851535662558886,0.3053221465000829,2.8995277054032664,1.0,1.0,0.0,1.0,0.0
14.248643723301612,11.02387156805963,0.4907166800286813,1.0,0.0,0.0,1.0,0.0
57.14948110997132,10.31086306515436,0.3564124977886469,1.0,0.0,0.0,1.0,0.0
24.530205833546084,1.7833713735636676,0.6003500381635506,1.0,0.0,0.0,0.0,0.0
18.72237087876648,0.5930793140691303,0.4273535929783257,1.0,0.0,0.0,1.0,0.0
2.240752979338338,0.862446775086632,1.8477147025553875,1.0,0.0,0.0,1.0,0.0
3.968406972701215,0.2781407801690563,3.758602327593689,1.0,0.0,0.0,0.0,0.0
2.483371116315142,16.318723194629566,0.4484758365670715,1.0,0.0,0.0,1.0,0.0
9.980833508340693,12.395348466357776,1.3760442600400866,1.0,0.0,0.0,0.0,0.0
3.2265193746625567,11.789108068960513,0.1477843372985238,1.0,1.0,1.0,1.0,0.0
14.945298710187284,6.927931271737868,1.5685389624653363,1.0,1.0,0.0,1.0,0.0
2.548458823143689,1.1098405577590742,0.5828862042341214,1.0,0.0,0.0,1.0,0.0
24.802663274640583,0.9260701941786827,0.1364255213027608,1.0,0.0,0.0,0.0,0.0
195.2811981041317,0.241973823875108,2.612715006971847,1.0,1.0,0.0,0.0,0.0
2.2095835646667843,0.91235281374459,1.5617738600143598,1.0,0.0,0.0,1.0,0.0
9.601209372853058,13.707856931262254,0.1559843555315247,1.0,0.0,0.0,1.0,0.0
14.405272700689435,0.3004170148194154,0.6638815977195996,1.0,1.0,0.0,1.0,0.0
3.940749455695692,0.469179096950118,0.4575659221500193,1.0,1.0,1.0,1.0,0.0
3.382008746823406,0.6520033919613488,0.1610627982864716,1.0,0.0,1.0,1.0,0.0
5.694627421313158,41.8559617056195,0.2911576198834192,1.0,1.0,0.0,1.0,0.0
17.33525037681277,30.342727893533468,0.1988181714887457,1.0,0.0,0.0,1.0,0.0
35.298249206059346,0.9112785150831628,0.4998687262625551,1.0,1.0,0.0,1.0,0.0
29.139535780980577,3.535132859211974,0.1473690776851513,1.0,0.0,1.0,1.0,0.0
57.34811272936389,25.476877873516628,1.172308636624969,1.0,0.0,0.0,1.0,0.0
30.550831582970744,0.9200574878741408,1.2232313127988694,1.0,0.0,0.0,0.0,0.0
11.039596469564872,1.2159876848819282,0.7206625386199803,1.0,0.0,1.0,0.0,0.0
14.583454220169608,0.3809491325348649,0.2294455480642098,1.0,1.0,1.0,0.0,0.0
31.48486337548498,0.8859866468394667,0.304989914320435,1.0,0.0,0.0,1.0,0.0
33.434522025442135,1.1186477110858513,0.5345127449738992,1.0,0.0,1.0,1.0,0.0
1.3400581489238426,0.0499291148299265,3.809553985369331,0.0,0.0,0.0,1.0,0.0
16.315841131539663,4.082052007602699,0.1281310128093159,1.0,0.0,0.0,0.0,0.0
18.718247249273464,0.7006947073833552,0.3440670372883894,1.0,0.0,0.0,1.0,0.0
3.086803557673136,0.075277108433088,2.658531823768959,1.0,0.0,0.0,1.0,0.0
56.839541225581705,10.264001175107854,8.765993104245219,1.0,1.0,0.0,1.0,1.0
1.6941799125896366,0.1895764599928186,0.8142255339996215,0.0,0.0,0.0,1.0,0.0
13.00231705812301,0.186880658384588,0.5652070086479087,1.0,0.0,0.0,1.0,0.0
97.7936113598711,0.0486275140145593,36.705792339775634,1.0,0.0,1.0,1.0,0.0
111.3027432285327,0.0960462670984793,1.2775246540799794,1.0,0.0,0.0,1.0,1.0
46.4502992057744,56.76154639789804,1.1150782555670211,1.0,0.0,0.0,0.0,0.0
2.94063882526798,0.28388136204104,0.3807232874348273,1.0,0.0,0.0,1.0,0.0
448.6286754679112,1.233875334375251,4.4318664726918495,1.0,0.0,1.0,0.0,0.0
10.368574156627762,4.079008021387517,0.1781462977334398,1.0,0.0,1.0,0.0,0.0
4.325738339633408,2.9764251316680728,2.248634113687734,1.0,0.0,0.0,1.0,0.0
6.7765322417991145,3.73612338768216,1.1174638454068315,1.0,0.0,0.0,1.0,0.0
65.4876014286546,0.9133762508077894,4.639096014326258,1.0,0.0,1.0,1.0,0.0
2.3559701037666363,0.7926584798262947,0.4662068782886098,1.0,0.0,0.0,1.0,0.0
0.5352615449539455,0.2192272159629616,0.5866758167332347,0.0,0.0,0.0,1.0,0.0
23.16712871033855,1.113120937227804,0.7444622270579477,1.0,1.0,0.0,0.0,0.0
2.8234223564666334,35.03991727004326,1.394327826346148,1.0,1.0,0.0,1.0,0.0
12.651880102690278,3.586338262093642,2.460637839540707,1.0,0.0,0.0,1.0,0.0
7.023542934671055,0.1132163024036411,10.462390130441817,1.0,1.0,0.0,0.0,0.0
9.887746946530092,0.308018170496962,0.4425322112527639,1.0,0.0,0.0,1.0,0.0
13.096853745820004,3.844497033381908,1.7404973729361222,1.0,0.0,0.0,0.0,0.0
4.414368698737314,5.885825934134188,1.126029784758046,1.0,0.0,0.0,1.0,0.0
3.582236136281884,0.4376113513153727,2.444348383999386,1.0,0.0,0.0,1.0,0.0
5.771795387393782,4.217271364517219,0.049178781551502,1.0,0.0,0.0,0.0,0.0
3.804878217358175,7.301618854648055,1.0945301508257146,1.0,0.0,1.0,1.0,0.0
35.68863274196872,4.6985179840122,0.327973782760521,1.0,0.0,0.0,0.0,0.0
